CID,pIC50
11324994,-0.779414889
8449356,-1.852986383
51657314,-2.070354826
52007754,-1.586534123
9428643,-1.266650508
53335307,-1.236682852
68624187,-0.732144301
16809256,-0.870110796
22206581,-1.399414722
117655815,-1.971307041
51428233,-0.076393598
15030108,-1.488010545
38682008,-1.033166951
60186768,-0.693766902
14674700,-2.144780511
127820968,-1.586447865
10955749,-1.514447836
51247997,-2.768169479
11097056,-1.146492612
62184291,-1.436518142
56154438,-0.492958869
44030222,-0.160847813
54472624,-1.705787947
10533253,-1.944797105
35240129,-0.690261449
22661372,-1.096673928
12267588,-1.308649255
107076151,-2.069746631
16751146,-1.324221195
11608484,-1.082246467
31924887,-1.657122056
15522626,-1.490204961
38113583,-1.307372919
34892151,-1.064297906
27018328,-0.697436082
52745765,-0.436093064
98063798,-1.871434097
9030785,-1.519077397
19439815,-1.575155865
37639638,-1.762838939
16504615,-1.847836343
40091119,-1.397703741
21726399,-0.808864135
64020539,-1.274577355
59373096,-1.919308382
22191459,-0.267204963
48083693,-1.266549464
113247366,-1.33599078
10843538,-1.573566565
28603222,-1.331877712
40087590,-0.867485624
15859986,-1.462474546
70598583,-1.696395545
8816759,-0.920106057
19638793,-1.852763139
39762522,-1.709752766
99311826,-1.723784545
17243982,-1.876777133
8838322,-1.604465687
16302778,-0.497169109
27146375,-1.063695192
70114168,-1.166367804
38317114,-2.104780015
15660461,-1.182601051
43541152,-0.830273333
36307671,-0.84408838
92649584,-2.336334418
18603810,-1.206307201
12512665,-1.356158975
16375250,-1.074136598
12114376,-2.011484571
27144525,-0.967667285
97793590,-1.46700338
16975434,-0.88409944
30916134,-1.284655104
88321446,-2.002624727
64707643,-1.756813654
16573502,-0.762499827
84593823,-1.779483159
44531663,-0.583676249
52658403,-1.290870002
34085664,-1.017155853
103020637,-2.38828385
33142970,-1.262049172
12394630,0.051065127
19930856,-1.356954278
21318617,-2.08723462
12585377,-2.037426318
49864672,-0.557822573
17504879,-0.783635136
33446481,-2.332793926
10897734,-1.577403482
17190576,-1.522065344
56770763,-1.689373918
40471882,-1.488582246
14516464,-1.07935644
39888295,-0.99204249
19987949,-0.439023764
62115701,-1.816422578
67709705,-0.839949577
107416403,-1.982435256
21384888,-0.911537879
97276801,-1.336954124
19309058,-1.703797289
11638773,-0.678264176
101952593,-0.393868389
9215396,-1.516937927
13865112,-1.792814512
16695368,-0.611051349
58082900,-2.48528346
54037342,-1.322940458
65848922,-1.53263527
23930106,-1.079583042
21902058,-1.852606286
45122845,-0.69202773
57095341,-0.705015191
44055117,-1.303795264
73978169,-0.372531448
13916413,-0.806852253
14823924,-1.397691087
55129277,-1.531986169
63297916,-1.236624048
19022278,-0.329570353
98747034,-1.559147535
16033922,-1.111296121
49894299,-1.404133163
14844270,-1.221539929
58328200,-1.164403908
25449375,-1.186668269
98876704,-2.356877933
106024951,-1.022683302
140737537,-2.198800411
38203256,-1.415265939
11327466,-1.240311247
51319280,-0.744120221
26274200,-1.484579488
16964193,-1.448616132
55545351,-1.79911504
12397273,-1.416821597
44214363,-0.656097759
62787831,-0.874152438
53660153,-0.216717174
15705213,-1.75926039
56711423,-1.215435323
42273672,-1.447212911
116539023,-1.677396764
45197717,-0.681829064
80744305,-1.925631337
45244745,-0.854558251
45637975,-1.364916986
99096551,-2.312422972
60184689,-1.427587731
6618096,-0.625529544
57328232,-0.776251132
31085329,-0.976372383
112553349,-2.647974451
10197646,-0.385324644
48845847,-0.996359401
32813996,-1.235093071
71028023,-1.670361151
105878758,-2.305450562
16082725,-1.306176524
118049452,-1.278790892
53455992,-0.469861472
33102877,-0.040083455
13074184,-1.130681603
3616464,-0.969285063
33048835,-1.873659698
123038178,-2.026707051
48570647,-0.486339802
41593988,-1.258156583
4308863,-1.115037173
15665491,-2.265484496
12413078,-1.179090323
62207246,-1.726786611
50161887,-1.543822621
8803602,-1.038718808
105124724,-1.678253875
29274593,-1.081539867
95776334,-0.994015512
47506034,-1.388061434
5216561,0.0552537
106131074,-1.342243274
11070593,-1.135001526
17274628,-0.014505229
73073946,-1.614340537
16780563,-0.923503315
12354438,-0.901794814
89195047,-2.047903576
37723871,-2.067401441
89743768,-2.144563692
60754414,-0.917014658
67699154,-1.222553327
36887574,0.137679947
2546495,-1.652168581
62746272,-0.765896589
64790920,-1.004878503
120328273,-1.954230525
20070140,-1.154391788
43166005,-0.892263122
12377245,-1.35869648
44384682,-2.33378969
90624608,-1.345756734
20431620,-0.576057845
63686862,-0.856564594
65851820,-0.530005877
36836330,-1.026877106
41365887,-1.36406949
13723357,-1.404292572
103364192,-1.458569688
88174726,-1.919348464
32871461,-1.057170027
8100745,-0.744417055
18281168,-0.506008033
12355997,-0.919857769
61792643,-1.340749597
86338029,-2.228957559
72260393,-2.344207729
78749679,-1.221811469
43814664,-1.628915233
22600152,-1.281630304
47701098,-1.520947196
50555831,-1.413266398
107240349,-1.981243149
100507211,-2.128557108
48557698,-0.737754967
7305973,-0.25129127
25913706,-1.389385922
79610490,-1.216231433
59533366,-1.103766951
52294079,-1.505862083
63800587,-1.755676847
18437401,-1.293808952
51411087,-0.951424728
22370666,-0.76035414
26588233,-1.003669829
10594199,-0.209538553
64470937,-0.199500885
86841088,-1.871372778
21160993,-1.604910167
57607349,-1.331299765
16019445,-1.174612572
98867133,-2.404327059
97351401,-1.771510603
23442099,-1.118186062
54753452,-1.402259539
11445878,-1.718144898
26317931,-1.305833677
34580165,-0.911880495
22614276,-0.834900217
96624335,-1.660948042
107897862,-1.484357824
45443025,-1.684620545
25950295,-0.945336115
17192869,-0.350154417
31466051,-1.182602159
42681264,-0.660160432
21808486,-1.3811206
102548465,-1.61262635
83215723,-1.167811263
56770477,-0.496566722
22331921,-1.140816469
36594682,-0.760471085
53439917,-0.845915464
94022464,-1.743896779
24664173,-1.556201962
8026400,-1.788477037
43472076,-1.543986948
76375616,-1.088581724
18330249,-1.227225145
20107636,-1.944956738
36895035,-0.664501015
59629303,-1.497244001
45135634,-0.706419537
2669176,-1.623621752
47608580,-0.554030432
42147580,-1.072999706
49697580,-1.15478759
66055497,-0.533882296
95499121,-1.982588322
26278685,-1.581503497
24218332,-1.414493298
23434831,-0.960266897
40929349,-0.840512339
22307027,-0.708934543
126890941,-1.19158427
25361494,0.305182726
58609770,-2.191415084
23905220,-1.439894935
43927254,-0.427870069
80977943,-2.369558273
47748777,-0.841634112
50238017,-0.753715519
90619916,-2.304923572
25534608,-2.239518144
45121384,-1.115717679
56719852,-1.848952951
23705486,-0.751359848
37289105,-2.720229799
31224530,-2.210928963
22261534,-1.72939302
42493549,-0.331348274
20370474,-1.118835313
72031077,-0.950217704
54436544,-1.166687615
43085378,-0.870858419
73353708,-1.439717323
8852340,-1.691158375
43640643,-1.216761801
38516570,-2.335472323
10313587,-1.294687534
69681843,-1.621709266
77181879,-1.455480051
43083352,-1.005262916
32826290,-1.04071034
37249746,-1.243310648
71500640,-2.142610385
40123487,-0.683888237
60833402,-1.829246956
15830820,-1.267805039
76410091,-0.451918187
8589836,-0.867483287
47524206,-1.788870751
97834315,-0.777465996
102547838,-0.510584297
45637087,-1.168615403
48648538,-1.705039268
14080422,-1.788071068
41008112,-1.442167397
88699686,-1.743239073
14150641,-1.366238346
74268374,-2.092047704
15064682,-0.341432745
13786060,-0.858803079
65082352,-1.086572292
103902726,-1.486262118
66862162,-0.322192278
20178725,-1.16143969
53590567,-1.074976466
20475504,-1.272800952
68701446,-2.658863873
47941900,-1.093102542
65749135,-1.913545841
58164462,-0.731384699
2203309,-1.189541003
73356280,-1.99617506
94327068,-1.508573097
27658751,-1.297801327
42016584,-1.065487741
92028381,-2.637958902
6819549,-1.358403968
77466663,-1.938393342
19543232,-0.496831386
43670956,-1.80758658
44938136,-0.981454991
81826378,-1.093946065
39642106,-0.357338902
63705901,-1.77369493
42007264,-0.550842565
50634244,-1.135219752
25104196,-0.102772758
27733723,-0.840024865
105209392,-1.552421285
37150541,-0.551719666
89217916,-0.82084415
10033686,-1.114511025
68299986,-1.718020167
50867428,-0.76234852
36387983,-1.202044773
38339104,-0.45433223
15619458,-1.13010894
85752582,-0.608461699
15876654,-1.346833851
89862694,-2.369475352
38496890,-1.76851722
13332020,-2.369894026
86614605,-1.256687663
52577128,-0.617551496
46427059,-0.881409069
21712128,-0.798404932
16787773,-1.135548387
38501514,-1.151874646
35275357,-1.736983019
41197970,-0.81549213
23830962,-0.832049826
29302829,-0.772846164
24802774,-0.821272163
96493535,-1.582980142
64273911,-1.613059281
33439257,-1.052029911
75023361,-1.871815427
14482345,-1.907428827
25028056,-0.98602968
49418913,-1.014161682
38423876,-1.05994177
17431244,-0.66749821
74730855,-1.50633295
143759202,-1.4206695
22279436,-0.947599517
145743218,-1.014688284
123882154,-1.767820084
30385312,-1.264347317
17291680,-1.000705804
19882356,-0.67079868
21955382,-1.920556702
25354136,-1.238239465
13173842,-1.064792626
102538949,-1.367188926
44698548,-0.791407704
41457483,-1.714945042
75185324,-0.548940236
54938265,-1.675942506
33306614,-0.468848537
69081044,-1.292821604
32612728,0.154163643
20164556,-0.436959959
24280696,-1.462344717
57804253,-2.200435249
46521133,-0.908502038
54951413,-0.449886983
18402772,-2.348770543
51389691,-1.462892077
58610876,-1.230771379
23948516,-1.023657019
118268839,-2.571240265
13526682,-1.628147974
33550873,-1.883092478
111781943,-0.883863401
22930214,-2.266575396
44939858,-1.152666203
51705790,-0.393375709
67655606,-0.978275345
9991492,-0.986580889
83619014,-1.230327811
53643180,-1.519158176
13603996,-0.344962679
46782162,-2.199153953
16062557,-1.57821709
21365118,-0.959161176
29372017,-1.235531853
35568967,-1.961692567
39255284,-0.837615765
11140133,-1.2880244
623858,-0.798630537
69574906,-1.263240918
13946654,-1.490998332
91930464,-2.103023501
54699789,-0.97079727
92087525,-0.978789431
75339191,-2.069783128
19263866,-0.60863303
17537410,-0.333284577
46897329,-1.304393848
107289874,-2.430067513
18800212,-1.177574973
14502478,-1.31869805
11692988,-0.487032107
20146792,-1.839181376
49131940,-0.355538897
22837690,-1.182500829
14611943,-1.394149068
15172094,-1.418470069
26197183,-1.354574534
56908645,-0.683876044
97870598,-1.522553141
106559309,-1.109293948
14770544,-0.536763307
24390470,-1.375370304
49094667,-1.115680011
37684104,-1.153086146
27087925,-2.46616748
9306825,-1.391991656
20731029,-0.994420611
33163839,-0.532189188
40661289,-1.804933138
6349989,-1.335735977
44263105,-1.293106931
72490356,-1.460671305
76703303,-2.490104697
111892373,-1.254670531
49322540,-0.81331419
11046456,-1.31007529
64505895,-0.827733194
15054479,-1.456594648
71368893,-1.287228147
19015848,-0.681643391
19240660,-0.879896439
40135058,-1.360378695
69243941,-1.476609586
14489111,-1.63495594
40561308,-0.678030682
43863934,-1.170420783
16524494,-1.052396292
62578446,-1.492625213
6852292,-0.984107204
59412217,-1.006991946
130891963,-1.978698579
54143245,-1.741506158
35242560,-0.449032583
16335492,-1.676318301
18892005,-1.992764949
36580473,-1.078194999
19532294,-1.073022572
10753392,-0.725927653
47932286,-1.217539863
37255236,-1.202065146
23908630,-0.867196928
14084936,-1.211528148
6106867,-1.83338
15889479,-0.104709587
44572472,-1.306814582
10372622,-0.62870073
40914491,-1.222360087
62390581,-0.820986051
17518548,-0.903191041
19634580,-0.983555535
54652712,-0.766153033
71473549,-1.735369911
22316274,-2.845500231
102567133,-1.845966636
37255112,-0.712865981
13628511,-0.72466522
15134876,-2.288360238
117861427,-1.861074407
17509071,-1.006440132
10390433,-1.658261446
74589061,-1.342327839
27845464,-0.655261357
77573810,-1.67358316
62246306,-2.604501705
62549466,0.076318317
21044278,-1.404541379
26503165,-0.981957418
17306347,-1.150298261
55760294,-1.27700395
15298310,-1.240124451
58288193,-2.144752008
99874161,-1.837294904
52724570,-1.061612948
30120894,-0.655894151
15149429,-0.986841378
37788869,-1.988751354
90302656,-2.080533861
21012941,-1.695726244
59410948,-1.819618461
33870001,0.037746341
9331292,-0.858526854
125701544,-1.534766371
19363308,-1.71408292
21934418,-1.489500342
103734975,-1.40590193
15254656,-1.334315474
48361235,-1.54367091
19337319,-1.370927993
73263469,-1.248682588
4120178,-1.3848089
57774043,-0.669574109
75943576,-1.926666018
92424737,-1.448191396
19968367,-1.266286023
13702000,-2.018481839
136520435,-1.360972213
14125411,-0.606179487
85587779,-2.121377261
7345478,-1.383176285
606398,-0.315853057
54719534,-2.011386323
111737361,-1.27343715
52284951,-0.399533527
23565082,-0.949243026
50412328,-1.263072962
76743318,-1.457300705
86750288,-1.580952819
23737800,-1.650416324
92603344,-1.483478987
106890156,-1.735008634
22911784,-1.4227845
50585958,-0.86359826
48510749,-1.991599958
59410838,-0.236413236
43868882,-0.406212679
143521741,-2.162584863
15869081,-0.757503373
33919970,-1.13998384
17589068,-1.082687019
62176570,-1.407043804
21094219,-1.769644346
15290999,-0.995291489
110496138,-1.146826671
19007061,-1.091032
29415692,-1.727461035
36027606,-0.933353098
48584164,-0.595728952
16629498,-1.464106262
68760207,-0.669693551
51836476,-2.308357961
17385210,-1.578503542
33387588,-0.632990198
138633690,-1.887620274
22162889,-1.359521001
112175535,-1.975973709
40365959,-1.316009327
20444770,-0.978272453
15144460,-1.840076653
18668838,-1.150927211
47607960,-1.147027601
60238576,-1.094601038
63785428,-0.907241593
22112251,-1.045166822
6966035,-1.977332286
79434179,-0.703021228
57849604,-1.951746032
56710822,-0.383564261
8677975,-1.411665661
59675148,-2.111885478
19611281,-0.932059713
20328018,-1.291317981
11736900,-0.929993628
34547497,-0.23405372
40237206,-0.809705824
89373076,-2.0147603
23605328,-0.57754678
84191331,-1.293605243
68917271,-1.787301153
70926675,-1.516669084
13478636,-0.972714697
46924627,-0.057214564
17772028,-0.36788386
52781314,-0.797707888
4549531,-1.096920803
36830734,-0.417766853
122286635,-1.029742548
13071817,-1.329501425
15883890,-1.969490094
49759871,-0.935911634
27165856,-0.456972572
68427651,-1.071959406
71598129,-1.560681133
47144626,-1.018158285
15310443,-1.076279793
37396108,-0.437733058
37041926,-1.334715686
54157485,-0.948398362
5244962,-0.624071448
81111825,-1.57723633
47645134,-1.379505652
22150316,-0.872384203
10065080,-1.307043572
95878356,-1.8679855
22823376,-1.120551454
48852489,-1.375859651
77033198,-1.412622686
86755459,-1.544861496
102637763,-1.849380617
17428422,-1.080871158
90595012,-1.862853764
26388998,-1.260943872
65530717,-1.10733638
20557681,-1.143236081
20920976,-1.187610848
31878984,-1.26610897
22742055,-1.121061715
46439338,-0.547432825
108628749,-1.954646972
71747349,-0.812020123
79984105,-2.228272922
57213433,-1.610111728
10019822,-0.731431223
28212756,-0.610478007
63221457,-0.487345894
59138829,-1.258081033
15526146,-0.609648781
26610202,-1.075353087
14896423,-0.70639367
11371431,-0.770374623
17795062,-1.892043862
42822349,-1.300710393
23018618,-1.743780781
127773499,-2.344475469
26410019,-1.015440896
63316350,-0.857943118
16669852,-1.292365396
116084779,-1.708954671
133196184,-1.390847823
68310118,-2.045327555
49822937,-0.916324493
12290636,-1.567533717
78077332,-2.551874044
45241256,-1.119346507
21548730,-1.622933189
81549681,-1.281883478
14593571,-0.765647957
69233769,-1.784845538
70321621,-1.868967076
18547405,-1.51520438
53072231,-1.45305988
68926394,-0.619092105
12349207,-1.150255302
15791662,-0.974458315
53839565,-1.459436053
57469811,-1.109814439
13884679,-1.859076428
13971631,-0.592265789
11585642,-0.21801879
85570579,-1.547538592
37425439,-1.561375901
60987799,-1.895916204
29938100,-1.315407436
126362571,-2.167529322
96410218,-1.501507214
102973890,-1.271350842
18584916,-1.076468526
17546066,-0.720279241
98388219,-0.297964227
21918559,-1.052926381
22010623,-0.955359904
13054060,-0.533617692
116868923,-1.88493474
9283367,-0.284361177
29831181,-1.574555326
27713955,-0.136367846
17183189,-0.766535709
105408690,-1.308035974
22758338,-1.961224633
14532261,-1.869701032
45740546,-1.811026561
138563600,-1.945209842
58968529,-0.178899045
28121741,-0.850667982
67961317,-0.406996062
18448240,-1.000721319
30251180,-1.814697001
46897981,-0.032758546
13875765,-0.914246643
22598258,-1.100739264
119798218,-2.067793604
15546725,-1.04979027
51226120,-0.934765028
21896697,-1.43517414
122731152,-1.322545321
35815092,-0.946406845
24746996,-0.950107643
43188899,-0.438028462
26280746,-1.159095759
113942593,-1.029602494
67859179,-0.622378749
59987429,-0.41682248
27429579,0.086699776
86582378,-2.388213567
62221071,-1.65646553
17980844,-0.574869371
66166893,-1.162536228
18680016,-1.003564351
52865578,-2.381639455
35667197,-1.467227772
19467914,-0.392195672
18736334,-1.635467634
20494898,-1.266038769
44130197,-0.709268157
27556904,-0.821213464
43258026,-0.664838184
51992787,-0.749575218
8721153,-0.964272014
86662905,-1.708671829
21336893,-1.430838184
66291157,-1.449991664
7868799,-0.897048126
7780750,-1.311967024
20374716,-1.067709029
48886516,-1.438531667
72907422,-1.788603587
53910357,-0.836974955
21738764,-0.856039943
92972565,-1.68642496
9383951,-1.31020177
45172923,-1.202593929
27562069,-2.411702549
127085629,-2.224882555
8940235,-1.135694513
10282026,-1.277686968
45718711,-0.836188533
82174210,-1.136403334
41411822,-1.267354705
42854486,-0.635103013
23430614,-1.841199449
72214350,-1.525216518
18064555,-1.543374294
39650343,-0.283510266
21002096,-1.045349366
17289300,-1.225023522
27746005,-1.633322753
35132201,-1.246935746
97158808,-0.992825758
12457389,-1.069376254
31442317,-0.782443035
24282476,-1.500035989
23370380,-1.012434414
21129224,-1.181520494
61766345,-2.291356183
10428799,-1.223338173
57707476,-0.915498468
15817564,-1.539947363
36254906,-0.644810662
26841724,-0.781212248
72367007,-1.890480044
17146455,-1.447130259
14544043,-1.297134285
19354352,-0.796046257
9733334,-1.177466125
54747501,-1.191882149
116847983,-1.826756266
53663821,-0.972385718
95760607,-1.34768242
85540106,-2.268322915
93703201,-1.824677176
21238432,-2.327240125
75486650,-1.40678251
17677149,-2.300748276
11727770,-1.246750677
29564895,-0.974539298
10595224,-1.793637443
14385862,-1.229504663
103869992,-0.66791833
17658970,-0.86254528
20820234,-1.476061941
36562817,-1.051701679
23218465,-0.644900662
21219932,-0.856224282
68905101,-1.143452455
42944709,-1.052139982
63170730,-1.682332565
111221585,-1.355979464
51701153,-2.060483356
77980964,-1.573216404
98559065,-1.655694232
52935865,-1.49550415
45505868,-0.664082151
13868153,0.198390325
87353591,-1.204531934
24433930,-1.684364812
53491746,-1.196443213
21374472,-1.355978259
22189621,-2.150090424
53716977,-2.071746858
66111959,-1.252562065
22156403,-1.135464481
36259728,-0.868078653
25950984,-0.902289677
17661169,-1.560306183
20895835,-1.668986229
65171900,-1.376652596
78390736,-2.073945671
71379623,-1.676576242
52900637,-1.182888541
87630815,-1.512338499
21587421,-1.696356986
14809399,-1.485439751
47567896,-1.118641785
91938444,-2.557535043
32657433,-1.023586748
41827230,-1.156735034
99555875,-1.752443272
74891161,-2.317132686
16672140,-1.962467537
16837647,-1.416233775
86234940,-2.387439684
17910462,-1.623667268
13144596,-1.156875012
44696783,-0.595392336
51340952,-0.808377614
13229519,-1.320553085
40365457,-0.309723468
67341564,-1.140702203
19968740,-0.830651741
81028933,-1.794243187
109195391,-1.756353247
22898788,-1.008005167
17795590,-1.573913022
34454886,-0.820797722
19196999,-1.225269426
63802771,-1.812677168
13698719,-1.233690662
87979278,-2.06009057
11026176,-0.937031495
23813740,-1.500480469
35562569,-1.359325714
36031285,-1.819162292
15820336,-1.193493164
9121480,-0.471269548
68054259,-1.453154045
12447610,-1.747043768
27416510,-1.736199555
17897100,-0.904272152
59136808,-1.22475427
40626629,-0.659286113
16625645,-1.950901736
57638496,-1.402448252
57488868,-1.442570432
8548654,-1.47615226
14239613,-0.851646849
106438536,-1.675006383
30357360,-1.018482961
26381614,-0.878022665
41685141,-2.050243703
62919322,-1.716161525
102687424,-1.633164219
28293831,-1.69857954
37537486,-1.27330212
133776883,-1.728301717
50986060,-1.753276342
13415547,-0.352081036
33843459,-1.695768574
94628857,-2.440666412
96933952,-1.65735791
56525403,-1.543314098
51481296,0.105801168
22405787,-1.189393117
72235512,-1.815549443
95389866,-2.699457548
12056209,-1.285638381
66415464,-1.099379529
59654426,-1.484313528
49556586,-0.478044736
19158902,-1.261029935
55006220,-0.509848298
13746126,-1.533091741
60419143,-2.094296236
50702457,-0.642084383
50233729,-1.07354262
69099726,-1.169593796
18129583,-0.771790516
26958280,-1.27845351
8893777,-0.849991516
112455775,-2.139422942
56715097,-0.971869849
126603975,-0.901815056
92690825,-2.153194183
16022524,-0.906875567
17068902,-1.275709539
99384232,-2.356217836
97695434,-1.48620613
65193687,-0.56816611
44350274,-1.09447642
68356865,-1.196813897
26607449,-1.261352898
38430013,-1.648215473
27555216,-1.15291973
74575543,-2.283955522
24903632,-1.833723736
127379759,-0.610780885
20330373,-1.859242118
14751601,-1.15145916
19859800,-2.419603062
37222352,-2.067281204
17824320,-0.938627927
44796963,-1.243186737
